IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1998,false,,,,,,,,,,,,,5443,,,4456,,6689,5443 [4456-6689],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1997,false,,,,,,,,,,,,,486.5,,,396.7,,597.4,486 [397 – 597],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1997,false,,,,,,,,,,,,,5543,,,4520,,6807,5543 [4520-6807],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1996,false,,,,,,,,,,,,,507.4,,,412.6,,624.3,507 [413 – 624],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1996,false,,,,,,,,,,,,,5637,,,4584,,6936,5637 [4584-6936],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1995,false,,,,,,,,,,,,,511.7,,,414.2,,633.2,512 [414 – 633],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1995,false,,,,,,,,,,,,,5558,,,4498,,6878,5558 [4498-6878],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1994,false,,,,,,,,,,,,,527.4,,,423.2,,653.1,527 [423 – 653],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1994,false,,,,,,,,,,,,,5573,,,4471,,6900,5573 [4471-6900],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1993,false,,,,,,,,,,,,,532,,,424.1,,662.6,532 [424 – 663],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1993,false,,,,,,,,,,,,,5534,,,4412,,6893,5534 [4412-6893],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1992,false,,,,,,,,,,,,,562.7,,,444.8,,708.3,563 [445 – 708],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1992,false,,,,,,,,,,,,,5773,,,4564,,7267,5773 [4564-7267],,,EN,2025-04-09T21:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,AFR,Africa,Country,KEN,Kenya,Year,1991,false,,,,,,,,,,,,,588.9,,,463,,749.4,589 [463 – 749],,,EN,2025-04-09T21:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,AFR,Africa,Country,KEN,Kenya,Year,1991,false,,,,,,,,,,,,,5995,,,4713,,7629,5995 [4713-7629],,,EN,2025-04-09T21:00:00.000Z
