IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2025,true,,,,,,,,,,,,,80,,,,,,80,,,EN,2026-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2024,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2026-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2023,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2026-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2022,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2026-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2021,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2026-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2020,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2025-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2019,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2025-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2018,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2025-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2017,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2025-07-13T21:00:00.000Z
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2025-07-13T21:00:00.000Z
